name,price,stars,link
betty-crocker-zesty-lemon-icing-cremoso-frosting-al-limone-per-dolci-da-400g,"€4,49",5.00,/collections/snack-americani/products/betty-crocker-zesty-lemon-icing-cremoso-frosting-al-limone-per-dolci-da-400g
snickers-creamy-peanut-butter-cioccolato-ripieno-di-burro-darachidi-da-39-7g,"€1,99",4.00,/collections/snack-americani/products/snickers-creamy-peanut-butter-cioccolato-ripieno-di-burro-darachidi-da-39-7g
bubblicious-watermelon,"€1,39",5.00,/collections/snack-americani/products/bubblicious-watermelon
kit-kat-mini-white-chocolate-mini-wafer-ricoperto-da-cioccolato-bianco-da-124g,"€8,99",0.00,/collections/snack-americani/products/kit-kat-mini-white-chocolate-mini-wafer-ricoperto-da-cioccolato-bianco-da-124g
3-lattine-mountain-dew,"
        €3,99
      ",5.00,/collections/snack-americani/products/3-lattine-mountain-dew
meiji-double-cream-chocolate-strawberry-yan-yan-bastoncini-con-crema-al-cioccolato-e-alla-fragola-da-44g,"€2,49",0.00,/collections/snack-americani/products/meiji-double-cream-chocolate-strawberry-yan-yan-bastoncini-con-crema-al-cioccolato-e-alla-fragola-da-44g
cadbury-twirl-orange-barretta-di-cioccolato-allarancia-da-43g,"€1,79",0.00,/collections/snack-americani/products/cadbury-twirl-orange-barretta-di-cioccolato-allarancia-da-43g
airheads-grape,"€0,49",5.00,/collections/snack-americani/products/airheads-grape
bang-lemon-drop-energy-drink-al-limone-da-500ml,"€3,49",0.00,/collections/snack-americani/products/bang-lemon-drop-energy-drink-al-limone-da-500ml
oreo-double-creme-biscotto-ripieno-di-doppia-crema-alla-vaniglia-da-157g,"€3,49",0.00,/collections/snack-americani/products/oreo-double-creme-biscotto-ripieno-di-doppia-crema-alla-vaniglia-da-157g
cadbury-moist-chocolate-cake-mix-preparato-per-torte-al-cioccolato-da-400g,"€5,49",5.00,/collections/snack-americani/products/cadbury-moist-chocolate-cake-mix-preparato-per-torte-al-cioccolato-da-400g
betty-crocker-coffe-icing-cremoso-frosting-al-caffe-da-400g,"€6,99",5.00,/collections/snack-americani/products/betty-crocker-coffe-icing-cremoso-frosting-al-caffe-da-400g
big-hunk,"€1,99",5.00,/collections/snack-americani/products/big-hunk
cadbury-chocolate-icing-topping-per-torte-al-cioccolato-da-400g,"€5,49",0.00,/collections/snack-americani/products/cadbury-chocolate-icing-topping-per-torte-al-cioccolato-da-400g
dragonball-super-goku-iced-tea-alla-pesca-da-500ml,"€4,29",0.00,/collections/snack-americani/products/dragonball-super-goku-iced-tea-alla-pesca-da-500ml
betty-crocker-velvety-vanilla-cake-mix,"€4,89",0.00,/collections/snack-americani/products/betty-crocker-velvety-vanilla-cake-mix
cadbury-picnic-barretta-di-cioccolato-con-caramello-arachidi-cereali-e-uvetta-da-48g,"€1,79",0.00,/collections/snack-americani/products/cadbury-picnic-barretta-di-cioccolato-con-caramello-arachidi-cereali-e-uvetta-da-48g
now-later-blue-raspberry-caramelle-ai-mirtilli-da-26g,"€0,99",0.00,/collections/snack-americani/products/now-later-blue-raspberry-caramelle-ai-mirtilli-da-26g
dr-pepper-in-bottiglia-bevanda-alla-frutta-da-500ml,"€2,99",4.00,/collections/snack-americani/products/dr-pepper-in-bottiglia-bevanda-alla-frutta-da-500ml
laffy-taffy-rope-banana,"€0,99",3.88,/collections/snack-americani/products/laffy-taffy-rope-banana
meiji-hazelnut-yan-yan-bastoncini-ricoperti-di-crema-alle-nocciole-da-50g,"€2,49",0.00,/collections/snack-americani/products/meiji-hazelnut-yan-yan-bastoncini-ricoperti-di-crema-alle-nocciole-da-50g
heinz-sweet-relish-squeeze-confezione-di-condimento-al-cetriolo-dolce-da-375ml,"€6,99",0.00,/collections/snack-americani/products/heinz-sweet-relish-squeeze-confezione-di-condimento-al-cetriolo-dolce-da-375ml
6x-patriots-nachos-bbq-nachos-al-bbq-da-50g,"€7,74",0.00,/collections/snack-americani/products/6x-patriots-nachos-bbq-nachos-al-bbq-da-50g
goldfish-pretzel-pretzel-da-227g,"€3,99",5.00,/collections/snack-americani/products/goldfish-pretzel-pretzel-da-227g
one-piece-luffy-iced-tea-al-gusto-di-frutti-rossi-da-500ml,"€4,29",0.00,/collections/snack-americani/products/one-piece-luffy-iced-tea-al-gusto-di-frutti-rossi-da-500ml
now-later-pink-lemonade-caramelle-alla-limonata-rosa-d-26g,"€0,99",0.00,/collections/snack-americani/products/now-later-pink-lemonade-caramelle-alla-limonata-rosa-d-26g
ocean-spray-cranberry-sauce,"€3,99",5.00,/collections/snack-americani/products/ocean-spray-cranberry-sauce
betty-crocker-cake-devils-preparato-per-torte-al-cioccolato-da-425g,"€4,49",5.00,/collections/snack-americani/products/betty-crocker-cake-devils-preparato-per-torte-al-cioccolato-da-425g
flipz-cookies-cream-coated-pretzel-pretzel-rivestiti-da-cioccolato-cookies-creme-da-90g,"€2,99",0.00,/collections/snack-americani/products/flipz-cookies-cream-coated-pretzel-pretzel-rivestiti-da-cioccolato-cookies-creme-da-90g
cadbury-milk-winter-gingerbread-barretta-al-cioccolato-con-pezzi-di-pan-di-zenzero-da-120g,"€2,49",0.00,/collections/snack-americani/products/cadbury-milk-winter-gingerbread-barretta-al-cioccolato-con-pezzi-di-pan-di-zenzero-da-120g
jell-o-oreo-cookiesn-creme,"€3,49",4.50,/collections/snack-americani/products/jell-o-oreo-cookiesn-creme
meiji-vanilla-yan-yan-bastoncini-ricoperti-di-crema-alla-vaniglia-da-50g,"€2,49",5.00,/collections/snack-americani/products/meiji-vanilla-yan-yan-bastoncini-ricoperti-di-crema-alla-vaniglia-da-50g
pot-noodle-fusion-katsu-curry-noodle-al-curry-piccante-con-salsa-al-mango-da-100g,"€4,29",0.00,/collections/snack-americani/products/pot-noodle-fusion-katsu-curry-noodle-al-curry-piccante-con-salsa-al-mango-da-100g
cadbury-warm-chocolate-brownie-mix-preparato-in-polvere-per-brownie-da-350g,"€5,49",0.00,/collections/snack-americani/products/cadbury-warm-chocolate-brownie-mix-preparato-in-polvere-per-brownie-da-350g
kool-aid-peach-mango,"€0,99",5.00,/collections/snack-americani/products/kool-aid-peach-mango
kool-aid-pink-lemonade,"€0,99",5.00,/collections/snack-americani/products/kool-aid-pink-lemonade
betty-crocker-chocolate-fudge-icing,"€4,49",5.00,/collections/snack-americani/products/betty-crocker-chocolate-fudge-icing
bang-bangster-berry-energy-drink-al-mirtillo-da-500ml,"€3,49",0.00,/collections/snack-americani/products/bang-bangster-berry-energy-drink-al-mirtillo-da-500ml
ocean-bomn-future-trunks-white-bevanda-alluva-bianca-da-330ml,"€3,99",0.00,/collections/snack-americani/products/ocean-bomn-future-trunks-white-bevanda-alluva-bianca-da-330ml
cadbury-dairy-milk-wholenut-barretta-di-cioccolato-con-nocciole-da-45g,"€1,79",0.00,/collections/snack-americani/products/cadbury-dairy-milk-wholenut-barretta-di-cioccolato-con-nocciole-da-45g
wonka-nerds-rainbow-caramelle-alla-frutta-da-26g,"€1,49",0.00,/collections/snack-americani/products/wonka-nerds-rainbow-caramelle-alla-frutta-da-26g
7-up-cherry-bevanda-alla-ciliegia-da-330ml,"€1,49",2.00,/collections/snack-americani/products/7-up-cherry-bevanda-alla-ciliegia-da-330ml
reeses-gigantic-cups,"€25,00",0.00,/collections/snack-americani/products/reeses-gigantic-cups
fanta-melon-soda-bevanda-al-melone-da-355ml,"€3,99",0.00,/collections/snack-americani/products/fanta-melon-soda-bevanda-al-melone-da-355ml
pot-noodle-thai-green-curry-noodle-piccanti-al-curry-con-salsa-al-cocco-e-citronella-da-117g,"€4,29",0.00,/collections/snack-americani/products/pot-noodle-thai-green-curry-noodle-piccanti-al-curry-con-salsa-al-cocco-e-citronella-da-117g
3x-new-heroes-peanut-butter-creamy-burro-darachidi-da-250g,"€10,47",3.00,/collections/snack-americani/products/3x-new-heroes-peanut-butter-creamy-burro-darachidi-da-250g
wonka-nerd-rope-very-berry-caramella-al-gusto-di-bacche-selvatiche-da-26g,"€1,49",0.00,/collections/snack-americani/products/wonka-nerd-rope-very-berry-caramella-al-gusto-di-bacche-selvatiche-da-26g
cadbury-flake-barretta-di-cioccolato-al-latte-da-32g,"€1,29",0.00,/collections/snack-americani/products/cadbury-flake-barretta-di-cioccolato-al-latte-da-32g
flipz-milk-chocolate-pretzel-ricoperti-di-cioccolato-da-37g,"€1,49",5.00,/collections/snack-americani/products/flipz-milk-chocolate-pretzel-ricoperti-di-cioccolato-da-37g
pot-noodle-original-curry-noodle-al-curry-con-salsa-al-mango-da-90g,"€3,49",0.00,/collections/snack-americani/products/pot-noodle-original-curry-noodle-al-curry-con-salsa-al-mango-da-90g
dr-pepper-zero,"€2,99",4.00,/collections/snack-americani/products/dr-pepper-zero
costa-coffee-caramel-latte-bevanda-al-latte-caffe-e-caramello-da-250ml,"€4,99",0.00,/collections/snack-americani/products/costa-coffee-caramel-latte-bevanda-al-latte-caffe-e-caramello-da-250ml
big-league-blue-raspberry,"€2,49",5.00,/collections/snack-americani/products/big-league-blue-raspberry
reeses-milk-chocolate-peanut-butter-giant-barretta-di-cioccolato-ripiena-di-burro-darachidi-da-192g,"€6,29",0.00,/collections/snack-americani/products/reeses-milk-chocolate-peanut-butter-giant-barretta-di-cioccolato-ripiena-di-burro-darachidi-da-192g
pot-noodle-bombay-bad-boy-noodle-al-curry-con-salsa-piccante-da-114g,"€3,29",3.00,/collections/snack-americani/products/pot-noodle-bombay-bad-boy-noodle-al-curry-con-salsa-piccante-da-114g
texas-pete-original-hot-sauce-salsa-piccante-da-355ml,"€6,49",3.00,/collections/snack-americani/products/texas-pete-original-hot-sauce-salsa-piccante-da-355ml
cadbury-squidgy-chocolate-cookie-mix-preparato-per-cookie-da-265g,"€5,49",0.00,/collections/snack-americani/products/cadbury-squidgy-chocolate-cookie-mix-preparato-per-cookie-da-265g
hawaiian-punch-cotton-candy-zucchero-filato-al-gusto-di-frutti-rossi-da-88g,"€4,99",0.00,/collections/snack-americani/products/hawaiian-punch-cotton-candy-zucchero-filato-al-gusto-di-frutti-rossi-da-88g
candy-can-cotton-candy-zero-sugar-bevanda-al-gusto-di-zucchero-fillato-330ml,"€1,79",0.00,/collections/snack-americani/products/candy-can-cotton-candy-zero-sugar-bevanda-al-gusto-di-zucchero-fillato-330ml
skittles-tropical-mini-bag-confetti-alla-frutta-da-45g,"€1,49",5.00,/collections/snack-americani/products/skittles-tropical-mini-bag-confetti-alla-frutta-da-45g
3x-new-heroes-peanut-butter-crunchy,"€10,47",0.00,/collections/snack-americani/products/3x-new-heroes-peanut-butter-crunchy
old-el-paso-guacamole-sazonador-mix-di-spezie-per-guacamole-da-20g,"€1,99",5.00,/collections/snack-americani/products/old-el-paso-guacamole-sazonador-mix-di-spezie-per-guacamole-da-20g
hersheys-white-creme-with-almonds-barretta-di-cioccolato-bianco-con-mandorle-da-41g,"€1,99",5.00,/collections/snack-americani/products/hersheys-white-creme-with-almonds-barretta-di-cioccolato-bianco-con-mandorle-da-41g
sweet-baby-rays-hickory-brown-sugar-barbecue-souce-salsa-barbecue-alla-cannella-da-510g,"€5,99",5.00,/collections/snack-americani/products/sweet-baby-rays-hickory-brown-sugar-barbecue-souce-salsa-barbecue-alla-cannella-da-510g
6x-patriots-nachos-classic-nachos-classici-da-60g,"€7,74",0.00,/collections/snack-americani/products/6x-patriots-nachos-classic-nachos-classici-da-60g
heinz-beanz-barbecue-fagioli-al-barbecue-da-390g,"€2,99",5.00,/collections/snack-americani/products/heinz-beanz-barbecue-fagioli-al-barbecue-da-390g
old-el-paso-fajita-sazonador-mix-di-spezie-per-carne-da-30g,"€1,99",4.50,/collections/snack-americani/products/old-el-paso-fajita-sazonador-mix-di-spezie-per-carne-da-30g
hersheys-kisses,"€1,79",4.37,/collections/snack-americani/products/hersheys-kisses
jelly-belly-american-classic-caramelle-alla-frutta-da-70g,"€3,49",0.00,/collections/snack-americani/products/jelly-belly-american-classic-caramelle-alla-frutta-da-70g
arizona-green-tea-low-calorie-te-verde-da-330ml,"€1,99",5.00,/collections/snack-americani/products/arizona-green-tea-low-calorie-te-verde-da-330ml
betty-crocker-vanilla-buttercream-icing,"€4,49",5.00,/collections/snack-americani/products/betty-crocker-vanilla-buttercream-icing
arizona-green-tea-with-honey-the-verde-al-miele-da-500ml,"€2,49",0.00,/collections/snack-americani/products/arizona-green-tea-with-honey-the-verde-al-miele-da-500ml
jelly-belly-bubble-gum-caramelle-alla-frutta-da-70g,"€3,49",0.00,/collections/snack-americani/products/jelly-belly-bubble-gum-caramelle-alla-frutta-da-70g
kit-kat-mini-strawberry-wafer-ricoperto-di-crema-alla-fragola-da-136g,"€7,99",4.00,/collections/snack-americani/products/kit-kat-mini-strawberry-wafer-ricoperto-di-crema-alla-fragola-da-136g
candy-cane-birthday-cake-bevanda-al-gusto-di-fragola-e-vaniglia-da-330ml,"€1,79",5.00,/collections/snack-americani/products/candy-cane-birthday-cake-bevanda-al-gusto-di-fragola-e-vaniglia-da-330ml
flipz-white-fudge-coated-pretzel-pretzel-rivestiti-di-cioccolato-bianco-da-90g,"€2,99",0.00,/collections/snack-americani/products/flipz-white-fudge-coated-pretzel-pretzel-rivestiti-di-cioccolato-bianco-da-90g
tortillas-old-el-paso-standn-stuff-8-tortillas-messicane-da-193g,"€5,49",0.00,/collections/snack-americani/products/tortillas-old-el-paso-standn-stuff-8-tortillas-messicane-da-193g
bang-pina-colada-energy-drink-al-gusto-di-pina-colada-da-500ml,"€3,49",0.00,/collections/snack-americani/products/bang-pina-colada-energy-drink-al-gusto-di-pina-colada-da-500ml
pot-noodle-sweet-sour-noodle-agrodolci-con-salsa-agrodolce-da-90g,"€3,49",0.00,/collections/snack-americani/products/pot-noodle-sweet-sour-noodle-agrodolci-con-salsa-agrodolce-da-90g
chupa-chups-strawberry-bevanda-alla-fragola-da-345ml,"€1,99",0.00,/collections/snack-americani/products/chupa-chups-strawberry-bevanda-alla-fragola-da-345ml
jelly-belly-strawberry-cheescake-caramelle-al-gusto-di-cheescake-alla-fragola-da-70g,"€3,49",4.00,/collections/snack-americani/products/jelly-belly-strawberry-cheescake-caramelle-al-gusto-di-cheescake-alla-fragola-da-70g
big-league-gum-original,"€2,49",5.00,/collections/snack-americani/products/big-league-gum-original
arizona-iced-tea-lemon-te-nero-al-limone-da-500ml,"€2,49",0.00,/collections/snack-americani/products/arizona-iced-tea-lemon-te-nero-al-limone-da-500ml
cadbury-dairy-milk-caramel-barretta-al-caramello-e-cioccolato-al-latte-da-45g,"€1,79",0.00,/collections/snack-americani/products/cadbury-dairy-milk-caramel-barretta-al-caramello-e-cioccolato-al-latte-da-45g
goldfish-grahams-smores-biscotti-al-cioccolato-e-marshmallow-da-187g,"€3,99",0.00,/collections/snack-americani/products/goldfish-grahams-smores-biscotti-al-cioccolato-e-marshmallow-da-187g
nestle-coffe-mate-coffee-creamer-creamy-chocolate-miscela-in-polvere-al-caffe-e-cioccolato-da-425-2g,"€7,49",0.00,/collections/snack-americani/products/nestle-coffe-mate-coffee-creamer-creamy-chocolate-miscela-in-polvere-al-caffe-e-cioccolato-da-425-2g
kit-kat-mini-macha-wafer-ricoperto-da-cioccolato-bianco-al-gusto-di-the-verde-da147g,"€6,99",0.00,/collections/snack-americani/products/kit-kat-mini-macha-wafer-ricoperto-da-cioccolato-bianco-al-gusto-di-the-verde-da147g
kraft-macaroni-cheese-gluten-free-pasta-al-formaggio-senza-glutine-da-170g,"€7,49",0.00,/collections/snack-americani/products/kraft-macaroni-cheese-gluten-free-pasta-al-formaggio-senza-glutine-da-170g
mallo-cup-dark-chocolate,"€1,99",4.83,/collections/snack-americani/products/mallo-cup-dark-chocolate
reeses-sticks,"€1,79",4.70,/collections/snack-americani/products/reeses-sticks
skittles-wild-berry-mini-bag-confetti-alla-frutta-da-45g,"€1,49",5.00,/collections/snack-americani/products/skittles-wild-berry-mini-bag-confetti-alla-frutta-da-45g
laffy-taffy-grape,"€0,99",4.40,/collections/snack-americani/products/laffy-taffy-grape
3x-patriots-nachos-bbq,"€3,87",0.00,/collections/snack-americani/products/3x-patriots-nachos-bbq
nestle-coffee-mate-hazelnut-miscela-in-polvere-alla-nocciola-da-425-2g,"€10,99",4.50,/collections/snack-americani/products/nestle-coffee-mate-hazelnut-miscela-in-polvere-alla-nocciola-da-425-2g
pop-tarts-frosted-cinnamon,"€6,49",4.67,/collections/snack-americani/products/pop-tarts-frosted-cinnamon
fanta-grape-zero-bevanda-alluva-da-500ml,"€2,99",5.00,/collections/snack-americani/products/fanta-grape-zero-bevanda-alluva-da-500ml
hello-panda-chocolate-biscotti-a-forma-di-panda-con-crema-al-cioccolato-da-50g,"€4,99",4.50,/collections/snack-americani/products/hello-panda-chocolate-biscotti-a-forma-di-panda-con-crema-al-cioccolato-da-50g
salsa-dip-suave-old-el-paso-salsa-piccante-con-verdure-da-320g,"€3,29",5.00,/collections/snack-americani/products/salsa-dip-suave-old-el-paso-salsa-piccante-con-verdure-da-320g
patriots-nachos-classic-nacho-classici-da-60g,"€1,29",5.00,/collections/snack-americani/products/patriots-nachos-classic-nacho-classici-da-60g
hello-panda-milk-flavored-biscotti-a-forma-di-panda-ripieni-di-crema-al-latte-da-50g,"€4,99",5.00,/collections/snack-americani/products/hello-panda-milk-flavored-biscotti-a-forma-di-panda-ripieni-di-crema-al-latte-da-50g
hello-panda-coconut-biscotti-a-forma-di-panda-ripieni-di-crema-al-cocco-da-50g,"€4,99",4.00,/collections/snack-americani/products/hello-panda-coconut-biscotti-a-forma-di-panda-ripieni-di-crema-al-cocco-da-50g
tortillas-mexicanas-old-el-paso-gluten-free-6-tortillas-senza-glutine-da-216g,"€6,99",0.00,/collections/snack-americani/products/tortillas-mexicanas-old-el-paso-gluten-free-6-tortillas-senza-glutine-da-216g
hello-panda-double-chocolate-biscotti-a-forma-di-panda-ripieni-di-crema-al-doppio-cioccolato-da-50g,"€4,99",5.00,/collections/snack-americani/products/hello-panda-double-chocolate-biscotti-a-forma-di-panda-ripieni-di-crema-al-doppio-cioccolato-da-50g
rocky-road-sea-salt-barretta-di-marshmallow-al-cioccolato-fondete-rivestito-di-sale-e-anacardi-da-51g,"€1,99",5.00,/collections/snack-americani/products/rocky-road-sea-salt-barretta-di-marshmallow-al-cioccolato-fondete-rivestito-di-sale-e-anacardi-da-51g
frenchs-classic-american-yellow-mustard,"€3,49",5.00,/collections/snack-americani/products/frenchs-classic-american-yellow-mustard
pepsi-refresh-shot-bevanda-energetica-da-200ml,"€3,49",0.00,/collections/snack-americani/products/pepsi-refresh-shot-bevanda-energetica-da-200ml
arizona-green-tea-pomegranate-te-verde-al-melograno-da-500ml,"€2,49",5.00,/collections/snack-americani/products/arizona-green-tea-pomegranate-te-verde-al-melograno-da-500ml
arizona-green-tea-peach-te-alla-pesca-da-500ml,"€2,49",0.00,/collections/snack-americani/products/arizona-green-tea-peach-te-alla-pesca-da-500ml
santa-reindeer-hot-chocolate-kit-tazze-di-babbo-natale-con-cioccolata-calda-e-marshmallows-da-180g,"€12,99",2.00,/collections/snack-americani/products/santa-reindeer-hot-chocolate-kit-tazze-di-babbo-natale-con-cioccolata-calda-e-marshmallows-da-180g
annabelles-abba-zaba,"€1,79",0.00,/collections/snack-americani/products/annabelles-abba-zaba
herrs-jalapeno-poppers,"€1,29",4.64,/collections/snack-americani/products/herrs-jalapeno-poppers
panna-acida-old-el-paso-panna-acida-da-230g,"€3,99",0.00,/collections/snack-americani/products/panna-acida-old-el-paso-panna-acida-da-230g
fanta-white-peach-bevanda-alla-pesca-da-300ml,"€4,49",0.00,/collections/snack-americani/products/fanta-white-peach-bevanda-alla-pesca-da-300ml
kit-kat-chunky-popcorn-barretta-di-cioccolato-ripiena-di-wafer-e-popcorn-da-42g,"€1,29",0.00,/collections/snack-americani/products/kit-kat-chunky-popcorn-barretta-di-cioccolato-ripiena-di-wafer-e-popcorn-da-42g
pop-tarts-frosted-hot-fudge-sundae,"€6,49",5.00,/collections/snack-americani/products/pop-tarts-frosted-hot-fudge-sundae
taco-salsa-hot-old-el-paso-salsa-al-pomodoro-piccante-da-235g,"€2,90",0.00,/collections/snack-americani/products/taco-salsa-hot-old-el-paso-salsa-al-pomodoro-piccante-da-235g
cadbury-milk-chocolate-spread,"
        €1,99
      ",5.00,/collections/snack-americani/products/cadbury-milk-chocolate-spread
twizzlers-strawberry,"€0,49",4.62,/collections/snack-americani/products/twizzlers-strawberry
heinz-baked-beanz-fagioli-in-salsa-di-pomodoro-da-415g,"€2,99",5.00,/collections/snack-americani/products/heinz-baked-beanz-fagioli-in-salsa-di-pomodoro-da-415g
laffy-taffy-sour-apple,"€0,99",4.57,/collections/snack-americani/products/laffy-taffy-sour-apple
jelly-belly-bean-boozled-roulette,"€12,49",0.00,/collections/snack-americani/products/jelly-belly-bean-boozled-roulette
kelloggs-rice-krispie-square-caramel-pretzel-barrette-di-riso-soffiato-con-pretzel-e-caramello-salato-da-136g,"€3,99",0.00,/collections/snack-americani/products/kelloggs-rice-krispie-square-caramel-pretzel-barrette-di-riso-soffiato-con-pretzel-e-caramello-salato-da-136g
pop-tarts-frosted-chocolatey-churro-biscotti-ripieni-di-crema-al-cioccolato-e-cannella-da-384g,"€7,99",5.00,/collections/snack-americani/products/pop-tarts-frosted-chocolatey-churro-biscotti-ripieni-di-crema-al-cioccolato-e-cannella-da-384g
arizona-mucho-mango-bevanda-al-mango-da-500-ml,"€2,49",0.00,/collections/snack-americani/products/arizona-mucho-mango-bevanda-al-mango-da-500-ml
boston-baked-beans-arachidi-tostate-caramellate-da-23g,"€0,99",5.00,/collections/snack-americani/products/boston-baked-beans-arachidi-tostate-caramellate-da-23g
snickers-almond,"€2,49",4.83,/collections/snack-americani/products/snickers-almond
cinnamon-toast-crunch-chocolate-cereali-alla-cannella-e-cioccolato-da-351g,"€8,49",0.00,/collections/snack-americani/products/cinnamon-toast-crunch-chocolate-cereali-alla-cannella-e-cioccolato-da-351g
hello-panda-strawberry-biscotti-a-forma-di-panda-ripieni-di-crema-alla-fragola-da-50g,"€4,99",5.00,/collections/snack-americani/products/hello-panda-strawberry-biscotti-a-forma-di-panda-ripieni-di-crema-alla-fragola-da-50g
andy-capps-hot-fries-24-grammi,"€0,99",4.33,/collections/snack-americani/products/andy-capps-hot-fries-24-grammi
pop-tarts-frosted-blueberry,"€6,49",5.00,/collections/snack-americani/products/pop-tarts-frosted-blueberry
betty-crocker-chocolate-fudge-brownie-mix,"€4,49",5.00,/collections/snack-americani/products/betty-crocker-chocolate-fudge-brownie-mix
jalapenos-old-el-paso-peperoncini-jalapenos-da-215g,"€2,99",0.00,/collections/snack-americani/products/jalapenos-old-el-paso-peperoncini-jalapenos-da-215g
betty-crocker-red-velvet-cake-mix,"€4,89",4.78,/collections/snack-americani/products/betty-crocker-red-velvet-cake-mix
tortillas-mexicanas-old-el-paso-trigo-8-tortillas-da-320g,"€3,99",4.67,/collections/snack-americani/products/tortillas-mexicanas-old-el-paso-trigo-8-tortillas-da-320g
pop-tarts-frosted-strawberry,"€6,49",5.00,/collections/snack-americani/products/pop-tarts-frosted-strawberry
6x-patriots-coated-peanut-bbq-arachidi-al-barbecue-da-30g,"€5,94",5.00,/collections/snack-americani/products/6x-patriots-coated-peanut-bbq-arachidi-al-barbecue-da-30g
hostess-hohos-confezione-da-10,"€7,79",5.00,/collections/snack-americani/products/hostess-hohos-confezione-da-10
pay-day-chocolatey-barretta-al-cioccolato-ripieno-darachidi-e-caramello-da-52g,"€2,49",0.00,/collections/snack-americani/products/pay-day-chocolatey-barretta-al-cioccolato-ripieno-darachidi-e-caramello-da-52g
pepsi-max-raspberry-bevanda-al-mirtillo-da-500ml,"€1,49",4.00,/collections/snack-americani/products/pepsi-max-raspberry-bevanda-al-mirtillo-da-500ml
arizona-cowboy-cocktail-fruit-punch-the-al-fruit-punch-da-500ml,"€2,49",5.00,/collections/snack-americani/products/arizona-cowboy-cocktail-fruit-punch-the-al-fruit-punch-da-500ml
harry-potter-gift,"€10,00",4.50,/collections/snack-americani/products/harry-potter-gift
arizona-cowboy-cocktail-watermelon-the-verde-allanguria-da-500ml,"€2,49",5.00,/collections/snack-americani/products/arizona-cowboy-cocktail-watermelon-the-verde-allanguria-da-500ml
goldfish-vanilla-cupcake-biscotti-al-gusto-di-cupcake-alla-vaniglia-da-187g,"€3,99",5.00,/collections/snack-americani/products/goldfish-vanilla-cupcake-biscotti-al-gusto-di-cupcake-alla-vaniglia-da-187g
3-my-cousin,"
        €13,23
      ",5.00,/collections/snack-americani/products/3-my-cousin
warheads-chewy-cubes-caramelle-alla-frutta-aspre-da-22g,"€0,79",4.50,/collections/snack-americani/products/warheads-chewy-cubes-caramelle-alla-frutta-aspre-da-22g
hostess-ding-dongs-confezione-da-12,"€7,99",5.00,/collections/snack-americani/products/hostess-ding-dongs-confezione-da-12
goldifsh-crackers-parmesan-confezione-di-cracker-al-parmigiano-da-187g,"€3,99",4.71,/collections/snack-americani/products/goldifsh-crackers-parmesan-confezione-di-cracker-al-parmigiano-da-187g
wonka-nerds-grape-strawberry,"€1,69",5.00,/collections/snack-americani/products/wonka-nerds-grape-strawberry
mrs-freshleys-crunch-mini-donuts-ciambelle-rivestite-di-zucchero-da-96g,"€1,99",4.38,/collections/snack-americani/products/mrs-freshleys-crunch-mini-donuts-ciambelle-rivestite-di-zucchero-da-96g
happy-hippo-5-pezzi,"€3,99",5.00,/collections/snack-americani/products/happy-hippo-5-pezzi
harry-potter-slugs-lumache-jelly-belly,"€4,99",4.50,/collections/snack-americani/products/harry-potter-slugs-lumache-jelly-belly
hersheys-cookiesnchocolate,"€1,79",4.92,/collections/snack-americani/products/hersheys-cookiesnchocolate
cinnamon-toast-crunch-chocolste-churros-onfezione-di-cereali-churros-al-cioccolato-da-337g,"€8,49",0.00,/collections/snack-americani/products/cinnamon-toast-crunch-chocolste-churros-onfezione-di-cereali-churros-al-cioccolato-da-337g
dr-pepper-cream-soda-bevanda-alla-vaniglia-da-355ml,"€1,69",5.00,/collections/snack-americani/products/dr-pepper-cream-soda-bevanda-alla-vaniglia-da-355ml
candy-can-marshmallow-zero-sugar-al-gusto-di-marshmallow-da-330ml,"€1,79",3.00,/collections/snack-americani/products/candy-can-marshmallow-zero-sugar-al-gusto-di-marshmallow-da-330ml
hostess-ding-dong-caramel-brownies-al-cioccolato-e-crema-al-caramello-nel-formato-da-10-pezzi,"€7,99",0.00,/collections/snack-americani/products/hostess-ding-dong-caramel-brownies-al-cioccolato-e-crema-al-caramello-nel-formato-da-10-pezzi
pop-tarts-frosted-raspberry-biscotti-ripieni-di-crema-ai-lamponi-da-416g,"€6,49",5.00,/collections/snack-americani/products/pop-tarts-frosted-raspberry-biscotti-ripieni-di-crema-ai-lamponi-da-416g
monster-energy-lewis-hamilton-energy-drink-alla-frutta-da-500ml,"€3,99",0.00,/collections/snack-americani/products/monster-energy-lewis-hamilton-energy-drink-alla-frutta-da-500ml
salsa-de-queso-old-el-paso-salsa-al-formaggio-con-peperoni-rossi-da-320g,"€3,99",5.00,/collections/snack-americani/products/salsa-de-queso-old-el-paso-salsa-al-formaggio-con-peperoni-rossi-da-320g
candy-can-bubble-gum-zero-sugar-bevanda-al-gusto-di-bubble-gum-da-355ml,"€1,79",0.00,/collections/snack-americani/products/candy-can-bubble-gum-zero-sugar-bevanda-al-gusto-di-bubble-gum-da-355ml
twinkies-mixed-berry-merendine-al-gusto-di-bacche-selvatiche-da-385g,"€8,99",0.00,/collections/snack-americani/products/twinkies-mixed-berry-merendine-al-gusto-di-bacche-selvatiche-da-385g
coca-cola-cherry-uk-coca-cola-alla-ciliegia-da-330ml,"€1,69",4.88,/collections/snack-americani/products/coca-cola-cherry-uk-coca-cola-alla-ciliegia-da-330ml
