name,price,stars,link
kit-kat-zebra-dark-white-wafer-ricoperto-di-cioccolato-bianco-e-nero-da-41-5g,"€2,29",5.00,/collections/snack-americani/products/kit-kat-zebra-dark-white-wafer-ricoperto-di-cioccolato-bianco-e-nero-da-41-5g
patriots-nacho-cheese-nachos-al-formaggio-da-60g,"€1,29",5.00,/collections/snack-americani/products/patriots-nacho-cheese-nachos-al-formaggio-da-60g
ocean-bomb-majin-buu-bevanda-alla-pesca-da-330-ml,"€3,99",0.00,/collections/snack-americani/products/ocean-bomb-majin-buu-bevanda-alla-pesca-da-330-ml
kinder-creamy-milky-crunchy-ovetto-kinder-con-crema-al-cioccolato-e-riso-soffiato-al-latte-da-19g,"€1,99",4.00,/collections/snack-americani/products/kinder-creamy-milky-crunchy-ovetto-kinder-con-crema-al-cioccolato-e-riso-soffiato-al-latte-da-19g
ramune-orange-soda-bevanda-allarancia-da-220ml,"€2,99",0.00,/collections/snack-americani/products/ramune-orange-soda-bevanda-allarancia-da-220ml
lays-original-patatine-da-43g,"€1,49",0.00,/collections/snack-americani/products/lays-original-patatine-da-43g
fanta-fruit-twist,"€1,69",4.50,/collections/snack-americani/products/fanta-fruit-twist
hostess-ding-dong-white-fudge-brownies-al-cioccolato-bianco-e-crema-alla-vaniglia-nel-formato-da-10-pezzi,"€7,99",5.00,/collections/snack-americani/products/hostess-ding-dong-white-fudge-brownies-al-cioccolato-bianco-e-crema-alla-vaniglia-nel-formato-da-10-pezzi
3-kool-aid-vari-gusti,"
        €2,67
      ",5.00,/collections/snack-americani/products/3-kool-aid-vari-gusti
cadbury-oreo-instant-chocolate,"€9,99",0.00,/collections/snack-americani/products/cadbury-oreo-instant-chocolate
whatchamacallit,"€1,99",0.00,/collections/snack-americani/products/whatchamacallit
lotus-biscuit-spread-smooth,"€5,99",4.78,/collections/snack-americani/products/lotus-biscuit-spread-smooth
jelly-belly-beans-10-flavors,"€1,49",5.00,/collections/snack-americani/products/jelly-belly-beans-10-flavors
twix-white,"€1,99",5.00,/collections/snack-americani/products/twix-white
kool-aid-cherry,"€0,99",5.00,/collections/snack-americani/products/kool-aid-cherry
jack-links-beef-jerky-original-confezione-da-75g,"€6,99",4.82,/collections/snack-americani/products/jack-links-beef-jerky-original-confezione-da-75g
lemonheads,"€0,49",5.00,/collections/snack-americani/products/lemonheads
pringles-ranch,"€3,49",4.56,/collections/snack-americani/products/pringles-ranch
andy-capps-bbq-fries,"€2,49",4.90,/collections/snack-americani/products/andy-capps-bbq-fries
cherryheads,"€0,49",4.88,/collections/snack-americani/products/cherryheads
andy-capps-cheddar-fries,"€2,49",4.69,/collections/snack-americani/products/andy-capps-cheddar-fries
airheads-cherry,"€0,49",4.71,/collections/snack-americani/products/airheads-cherry
laffy-taffy-rope-mistery-swir-caramella-dal-gusto-misterioso-da-22-9g,"€0,99",0.00,/collections/snack-americani/products/laffy-taffy-rope-mistery-swir-caramella-dal-gusto-misterioso-da-22-9g
wrigley-juicy-fruit-gomme-alla-frutta-da-18g,"€0,99",0.00,/collections/snack-americani/products/wrigley-juicy-fruit-gomme-alla-frutta-da-18g
takis-fuego-chips-confezione-di-riccioli-di-tortillas-al-peperoncino-piccante-da-65gr,"€1,99",4.56,/collections/snack-americani/products/takis-fuego-chips-confezione-di-riccioli-di-tortillas-al-peperoncino-piccante-da-65gr
coca-cola-orange-vanilla,"€1,69",4.33,/collections/snack-americani/products/coca-cola-orange-vanilla
3-caramelle-airheads-vari-gusti,"
        €1,29
      ",5.00,/collections/snack-americani/products/3-caramelle-airheads-vari-gusti
mrs-freshleys-snowballs,"€1,99",4.84,/collections/snack-americani/products/mrs-freshleys-snowballs
charms-sugar-daddy,"€0,49",0.00,/collections/snack-americani/products/charms-sugar-daddy
butterfinger,"€1,79",4.60,/collections/snack-americani/products/butterfinger
franks-red-hot-wing-souce-buffalo-946ml,"€18,49",0.00,/collections/snack-americani/products/franks-red-hot-wing-souce-buffalo-946ml
fanta-pineapple-soda,"€1,69",4.79,/collections/snack-americani/products/fanta-pineapple-soda
fluffy-stuff-cotton-cand-pops,"€0,99",4.60,/collections/snack-americani/products/fluffy-stuff-cotton-cand-pops
fanta-peach-soda,"€1,69",4.67,/collections/snack-americani/products/fanta-peach-soda
warheads-cube-sour-sweet-fruity-chewy-candy-caramelle-aspre-alla-frutta-da-113g,"€2,29",0.00,/collections/snack-americani/products/warheads-cube-sour-sweet-fruity-chewy-candy-caramelle-aspre-alla-frutta-da-113g
planters-cheez-ball-original-patatine-al-formaggio-da-34g,"€5,49",0.00,/collections/snack-americani/products/planters-cheez-ball-original-patatine-al-formaggio-da-34g
baha-breeze-watermelon-bevanda-allanguria-da-330ml,"€1,99",0.00,/collections/snack-americani/products/baha-breeze-watermelon-bevanda-allanguria-da-330ml
dr-pepper-cherry,"€1,49",5.00,/collections/snack-americani/products/dr-pepper-cherry
co-op-chicken-chasseur-mix-aromi-per-carne-da-38g,"€1,29",0.00,/collections/snack-americani/products/co-op-chicken-chasseur-mix-aromi-per-carne-da-38g
trident-tropical-twist-gomme-ai-frutti-tropicali-da-34g,"€1,29",0.00,/collections/snack-americani/products/trident-tropical-twist-gomme-ai-frutti-tropicali-da-34g
oor-wullies-braw-highland-toffee-toffee-bar-da-11g,"€0,49",0.00,/collections/snack-americani/products/oor-wullies-braw-highland-toffee-toffee-bar-da-11g
cry-baby-extra-sour-bubble-gum-gomme-alla-frutta-da-18g,"€0,49",0.00,/collections/snack-americani/products/cry-baby-extra-sour-bubble-gum-gomme-alla-frutta-da-18g
kool-aid-watermelon-preparato-per-bevande-da-4-3g,"€0,99",0.00,/collections/snack-americani/products/kool-aid-watermelon-preparato-per-bevande-da-4-3g
baha-breeze-mango-pineapple-bevanda-al-mango-e-ananas-da-330ml,"€1,99",0.00,/collections/snack-americani/products/baha-breeze-mango-pineapple-bevanda-al-mango-e-ananas-da-330ml
yoo-hoo-candy-bar,"€2,49",0.00,/collections/snack-americani/products/yoo-hoo-candy-bar
bever-jarritos-lime-bevanda-al-lime-da-370ml,"€2,19",0.00,/collections/snack-americani/products/bever-jarritos-lime-bevanda-al-lime-da-370ml
bever-jarritos-guava-soft-drink-al-guava-da-370ml,"€2,19",0.00,/collections/snack-americani/products/bever-jarritos-guava-soft-drink-al-guava-da-370ml
bever-jarritos-mexican-cola-bevanda-alla-coca-cola-370ml,"€2,19",0.00,/collections/snack-americani/products/bever-jarritos-mexican-cola-bevanda-alla-coca-cola-370ml
bever-jarritos-mango-bevanda-al-mango-da-370ml,"€2,19",0.00,/collections/snack-americani/products/bever-jarritos-mango-bevanda-al-mango-da-370ml
baver-jarritos-pineapple-bevanda-allananas-da-370ml,"€2,19",0.00,/collections/snack-americani/products/baver-jarritos-pineapple-bevanda-allananas-da-370ml
capri-sun-cola-bevanda-al-gusto-di-cola-e-limone-da-200ml,"€1,49",0.00,/collections/snack-americani/products/capri-sun-cola-bevanda-al-gusto-di-cola-e-limone-da-200ml
dentyne-fire-spicy-cinnamon-gomme-alla-cannella-da-48g,"€2,49",0.00,/collections/snack-americani/products/dentyne-fire-spicy-cinnamon-gomme-alla-cannella-da-48g
capri-sun-multi-vitamin-bevanda-alla-frutta-da-200ml,"€1,49",0.00,/collections/snack-americani/products/capri-sun-multi-vitamin-bevanda-alla-frutta-da-200ml
black-forrest-organic-mixed-fruit-caramelle-alla-frutta-da-181g,"€4,49",0.00,/collections/snack-americani/products/black-forrest-organic-mixed-fruit-caramelle-alla-frutta-da-181g
toxic-waste-nuclear-sludge-chew-bar-blue-raspberry-caramella-aspra-al-mirtillo-blu-da-20g,"€0,49",0.00,/collections/snack-americani/products/toxic-waste-nuclear-sludge-chew-bar-blue-raspberry-caramella-aspra-al-mirtillo-blu-da-20g
toxic-waste-nuclear-sludge-chew-bar-sour-apple-caramella-aspra-al-gusto-mela-da-20g,"€0,49",5.00,/collections/snack-americani/products/toxic-waste-nuclear-sludge-chew-bar-sour-apple-caramella-aspra-al-gusto-mela-da-20g
reeses-outrageous-barretta-di-cioccolato-ripiena-di-burro-darachidi-e-confetti-colorati-da-41g,"€2,29",0.00,/collections/snack-americani/products/reeses-outrageous-barretta-di-cioccolato-ripiena-di-burro-darachidi-e-confetti-colorati-da-41g
baha-breeze-tropical-bevanda-alla-frutta-da-330ml,"€1,99",0.00,/collections/snack-americani/products/baha-breeze-tropical-bevanda-alla-frutta-da-330ml
chupa-chups-sparkling-mango-bevanda-al-mango-da-250ml,"€1,69",0.00,/collections/snack-americani/products/chupa-chups-sparkling-mango-bevanda-al-mango-da-250ml
takis-caramella-alla-fragola-ricoperta-da-polvere-piccante-da-24g,"€0,69",0.00,/collections/snack-americani/products/takis-caramella-alla-fragola-ricoperta-da-polvere-piccante-da-24g
charleston-chew-vanilla-torrone-morbido-ricoperto-di-cioccolato-da-53g,"€1,79",0.00,/collections/snack-americani/products/charleston-chew-vanilla-torrone-morbido-ricoperto-di-cioccolato-da-53g
charleston-chew-chocolatey-torrone-al-cioccolato-da-53g,"€1,99",0.00,/collections/snack-americani/products/charleston-chew-chocolatey-torrone-al-cioccolato-da-53g
warheads-sour-booms-caramelle-aspre-alla-frutta-da-49g,"€2,99",0.00,/collections/snack-americani/products/warheads-sour-booms-caramelle-aspre-alla-frutta-da-49g
herrs-ghost-pepper-flavored-hot-patatine-al-peperoncino-da-170g,"€6,49",0.00,/collections/snack-americani/products/herrs-ghost-pepper-flavored-hot-patatine-al-peperoncino-da-170g
cheetos-macn-cheese-cheesy-jalapeno-pasta-al-formaggio-e-peperoncino-jalapeno-da-164g,"€5,99",0.00,/collections/snack-americani/products/cheetos-macn-cheese-cheesy-jalapeno-pasta-al-formaggio-e-peperoncino-jalapeno-da-164g
chupa-chups-sparkling-grape-bevanda-alluva-da-250ml,"€1,69",0.00,/collections/snack-americani/products/chupa-chups-sparkling-grape-bevanda-alluva-da-250ml
coffe-mate-original-aroma-in-polvere-per-caffe-da-311g,"€5,99",0.00,/collections/snack-americani/products/coffe-mate-original-aroma-in-polvere-per-caffe-da-311g
mr-kipling-space-chocolate-cake-mix-preparato-per-torta-al-cioccolato-da-400g,"€5,99",0.00,/collections/snack-americani/products/mr-kipling-space-chocolate-cake-mix-preparato-per-torta-al-cioccolato-da-400g
toxic-waste-nuclear-sludge-chew-bar-sour-cherry-caramella-aspra-alla-ciliegia-da-20g,"€0,49",0.00,/collections/snack-americani/products/toxic-waste-nuclear-sludge-chew-bar-sour-cherry-caramella-aspra-alla-ciliegia-da-20g
butterfinger-bites-cubetti-di-cioccolato-ripieni-di-burro-di-arachidi-croccante-da-99g,"€2,99",0.00,/collections/snack-americani/products/butterfinger-bites-cubetti-di-cioccolato-ripieni-di-burro-di-arachidi-croccante-da-99g
mr-kipling-llama-caramel-flavour-cake-mix-preparato-per-torta-al-caramello-da-400g,"€5,99",0.00,/collections/snack-americani/products/mr-kipling-llama-caramel-flavour-cake-mix-preparato-per-torta-al-caramello-da-400g
warheads-ooze-chews-caramelle-aspre-alla-frutta-ripiene-da-99g,"€2,49",0.00,/collections/snack-americani/products/warheads-ooze-chews-caramelle-aspre-alla-frutta-ripiene-da-99g
hanuta-kakao-crispies-wafer-ripieno-di-cioccolato-al-latte-e-pezzi-di-biscotto-al-cacao-da-220g,"€4,49",0.00,/collections/snack-americani/products/hanuta-kakao-crispies-wafer-ripieno-di-cioccolato-al-latte-e-pezzi-di-biscotto-al-cacao-da-220g
monster-watermelon-energy-drink-allanguria-da-500ml,"€2,49",0.00,/collections/snack-americani/products/monster-watermelon-energy-drink-allanguria-da-500ml
sour-patch-kids-caramelle-aspre-alla-frutta-99g,"€1,99",0.00,/collections/snack-americani/products/sour-patch-kids-caramelle-aspre-alla-frutta-99g
lion-peanut-butter-choco-2-barrette-al-cioccolato-ripieni-di-burro-darachidi-da-62g,"€1,49",0.00,/collections/snack-americani/products/lion-peanut-butter-choco-2-barrette-al-cioccolato-ripieni-di-burro-darachidi-da-62g
pop-tart-frosted-red-velvet-cupcake-biscotto-ripieno-di-crrema-al-gusto-di-red-velvet-da-384g,"€7,49",0.00,/collections/snack-americani/products/pop-tart-frosted-red-velvet-cupcake-biscotto-ripieno-di-crrema-al-gusto-di-red-velvet-da-384g
tonys-chocolonely-dark-chocolate-almond-barretta-di-cioccolato-fondente-cono-mandorle-da-47g,"€2,99",0.00,/collections/snack-americani/products/tonys-chocolonely-dark-chocolate-almond-barretta-di-cioccolato-fondente-cono-mandorle-da-47g
reeses-snack-bar-barretta-di-riso-soffiato-e-burro-darachidi-da-56g,"€2,99",0.00,/collections/snack-americani/products/reeses-snack-bar-barretta-di-riso-soffiato-e-burro-darachidi-da-56g
tonys-chocolonely-milk-chocolate-barretta-di-cioccolato-da-50g,"€2,99",0.00,/collections/snack-americani/products/tonys-chocolonely-milk-chocolate-barretta-di-cioccolato-da-50g
kiwi-berry-blast-blow-pops,"€0,49",4.00,/collections/snack-americani/products/kiwi-berry-blast-blow-pops
tonys-chocolonely-milk-chocolate-hazelnut-barretta-di-cioccolato-con-nocciole-da-47g,"€2,99",0.00,/collections/snack-americani/products/tonys-chocolonely-milk-chocolate-hazelnut-barretta-di-cioccolato-con-nocciole-da-47g
one-piece-sanji-iced-tea-al-gusto-di-frutti-rossi-da-500ml,"€4,29",0.00,/collections/snack-americani/products/one-piece-sanji-iced-tea-al-gusto-di-frutti-rossi-da-500ml
nestle-toll-house-dark-chocolate-morsel-gocce-di-cioccolato-per-biscotti-da-283g,"€6,99",0.00,/collections/snack-americani/products/nestle-toll-house-dark-chocolate-morsel-gocce-di-cioccolato-per-biscotti-da-283g
heinz-vegetable-soup-zuppa-vegetale-da-300g,"€2,99",0.00,/collections/snack-americani/products/heinz-vegetable-soup-zuppa-vegetale-da-300g
one-piece-robin-iced-tea-al-gusto-di-frutti-rossi-da-500ml,"€4,29",0.00,/collections/snack-americani/products/one-piece-robin-iced-tea-al-gusto-di-frutti-rossi-da-500ml
takis-fuego-confezione-di-riccioli-di-tortillas-al-peperoncino-piccante-da-70g,"€3,49",0.00,/collections/snack-americani/products/takis-fuego-confezione-di-riccioli-di-tortillas-al-peperoncino-piccante-da-70g
dragonball-super-piccolo-iced-tea-alla-pesca-da-500ml,"€4,29",0.00,/collections/snack-americani/products/dragonball-super-piccolo-iced-tea-alla-pesca-da-500ml
kool-aid-tangerine-preparato-in-polvere-per-bevanda-al-mandarino-da-4-5g,"€0,99",0.00,/collections/snack-americani/products/kool-aid-tangerine-preparato-in-polvere-per-bevanda-al-mandarino-da-4-5g
warheads-hard-candy-minis-caramelle-aspre-alla-frutta-da-49g,"€2,99",5.00,/collections/snack-americani/products/warheads-hard-candy-minis-caramelle-aspre-alla-frutta-da-49g
kool-aid-orange,"€0,99",5.00,/collections/snack-americani/products/kool-aid-orange
kool-aid-blue-raspberry-lemonade,"€0,99",5.00,/collections/snack-americani/products/kool-aid-blue-raspberry-lemonade
dragonball-z-cell-iced-tea-alla-pesca-da-500ml,"€4,29",0.00,/collections/snack-americani/products/dragonball-z-cell-iced-tea-alla-pesca-da-500ml
fanta-fruit-twist-zero-bevanda-alla-frutta-senza-zuccheri-da-500ml,"€2,99",0.00,/collections/snack-americani/products/fanta-fruit-twist-zero-bevanda-alla-frutta-senza-zuccheri-da-500ml
sangaria-grape-ramune-soda-soda-alluva-da-500ml,"€3,49",0.00,/collections/snack-americani/products/sangaria-grape-ramune-soda-soda-alluva-da-500ml
heinz-beanz-curry-fagioli-al-curry-da-390g,"€3,29",0.00,/collections/snack-americani/products/heinz-beanz-curry-fagioli-al-curry-da-390g
pop-tarts-frosted-froot-loops-biscotti-alla-frutta-384g,"€6,49",0.00,/collections/snack-americani/products/pop-tarts-frosted-froot-loops-biscotti-alla-frutta-384g
mountain-dew,"€1,49",5.00,/collections/snack-americani/products/mountain-dew
dragonball-super-toppo-iced-tea-alla-pesca-da-500ml,"€4,29",0.00,/collections/snack-americani/products/dragonball-super-toppo-iced-tea-alla-pesca-da-500ml
dragonball-z-majin-buu-iced-tea-alla-pesca-da-500ml,"€4,29",0.00,/collections/snack-americani/products/dragonball-z-majin-buu-iced-tea-alla-pesca-da-500ml
7-up-mojito-bevanda-analcolica-al-gusto-di-mojito-da-330-ml,"€1,49",5.00,/collections/snack-americani/products/7-up-mojito-bevanda-analcolica-al-gusto-di-mojito-da-330-ml
hersheys-milk-chocolate-santas-6-barrette-di-babbo-natale-al-cioccolato-da-204g,"€12,99",0.00,/collections/snack-americani/products/hersheys-milk-chocolate-santas-6-barrette-di-babbo-natale-al-cioccolato-da-204g
aunt-jemima-pearl-milling-company-complete-preparato-per-pancake-da-453g,"€7,99",0.00,/collections/snack-americani/products/aunt-jemima-pearl-milling-company-complete-preparato-per-pancake-da-453g
one-piece-brook-iced-tea-al-gusto-di-frutti-rossi-da-500ml,"€4,29",0.00,/collections/snack-americani/products/one-piece-brook-iced-tea-al-gusto-di-frutti-rossi-da-500ml
one-piece-franky-iced-tea-al-gusto-di-frutti-rossi-da-500ml,"€4,29",0.00,/collections/snack-americani/products/one-piece-franky-iced-tea-al-gusto-di-frutti-rossi-da-500ml
fanta-italia-33cl,"€0,79",0.00,/collections/snack-americani/products/fanta-italia-33cl
mrs-freshleys-dreamies-due-merendine-al-pan-di-spagna-ripiene-alla-crema-da-79g,"€1,99",0.00,/collections/snack-americani/products/mrs-freshleys-dreamies-due-merendine-al-pan-di-spagna-ripiene-alla-crema-da-79g
one-piece-usopp-iced-tea-al-gusto-di-frutti-rossi-da-500ml,"€4,29",0.00,/collections/snack-americani/products/one-piece-usopp-iced-tea-al-gusto-di-frutti-rossi-da-500ml
tootsie-pops-wild-berry-singolo,"€0,49",5.00,/collections/snack-americani/products/tootsie-pops-wild-berry-singolo
hostess-ding-dong-2-pack-2-brownies-al-cioccolato-e-crema-alla-vaniglia,"€3,49",5.00,/collections/snack-americani/products/hostess-ding-dong-2-pack-2-brownies-al-cioccolato-e-crema-alla-vaniglia
caramel-apple-pop-lecca-lecca-al-gusto-di-mela-caramellata-da-17-7g,"€0,49",5.00,/collections/snack-americani/products/caramel-apple-pop-lecca-lecca-al-gusto-di-mela-caramellata-da-17-7g
airheads-orange,"€0,49",4.70,/collections/snack-americani/products/airheads-orange
kool-aid-pineapple,"€0,99",5.00,/collections/snack-americani/products/kool-aid-pineapple
cadbury-dairy-milk-fruit-nut-barretta-di-cioccolato-con-uva-passa-e-mandorle-da-49g,"€1,79",0.00,/collections/snack-americani/products/cadbury-dairy-milk-fruit-nut-barretta-di-cioccolato-con-uva-passa-e-mandorle-da-49g
sour-apple-blow-pop-lecca-lecca-aspro-alla-mela-da-18g,"€0,49",0.00,/collections/snack-americani/products/sour-apple-blow-pop-lecca-lecca-aspro-alla-mela-da-18g
cadbury-snack-shortcake-barretta-di-cioccolato-al-latte-da-40g,"€1,49",0.00,/collections/snack-americani/products/cadbury-snack-shortcake-barretta-di-cioccolato-al-latte-da-40g
kool-aid-lemonade,"€0,99",0.00,/collections/snack-americani/products/kool-aid-lemonade
tootsie-pops-singolo,"€0,49",5.00,/collections/snack-americani/products/tootsie-pops-singolo
pot-noodle-original-curry-noodle-al-curry-con-salsa-al-mango-da-90g-1,"€3,29",0.00,/collections/snack-americani/products/pot-noodle-original-curry-noodle-al-curry-con-salsa-al-mango-da-90g-1
one-piece-nami-iced-tea-al-gusto-di-frutti-rossi-da-500ml,"€4,29",0.00,/collections/snack-americani/products/one-piece-nami-iced-tea-al-gusto-di-frutti-rossi-da-500ml
cadbury-twirl-barretta-di-cioccolato-al-latte-da-43g,"€1,79",0.00,/collections/snack-americani/products/cadbury-twirl-barretta-di-cioccolato-al-latte-da-43g
airheads-strawberry,"€0,49",5.00,/collections/snack-americani/products/airheads-strawberry
demets-turtles-barretta-di-cioccolato-ripiena-al-caramello-da-50g,"€3,49",0.00,/collections/snack-americani/products/demets-turtles-barretta-di-cioccolato-ripiena-al-caramello-da-50g
cow-tales-chocolate,"€0,99",5.00,/collections/snack-americani/products/cow-tales-chocolate
dragonball-super-vegeto-iced-tea-alla-pesca-da-500ml,"€4,29",0.00,/collections/snack-americani/products/dragonball-super-vegeto-iced-tea-alla-pesca-da-500ml
kool-aid-mango,"€0,99",0.00,/collections/snack-americani/products/kool-aid-mango
dragonball-super-broly-iced-tea-alla-pesca-da-500ml,"€4,29",0.00,/collections/snack-americani/products/dragonball-super-broly-iced-tea-alla-pesca-da-500ml
hubba-bubba-bubble-gum-tape,"€2,49",4.85,/collections/snack-americani/products/hubba-bubba-bubble-gum-tape
maple-3-bevanda-al-gustoo-di-sciroppo-dacero-da-355ml,"€3,49",0.00,/collections/snack-americani/products/maple-3-bevanda-al-gustoo-di-sciroppo-dacero-da-355ml
cadbury-dairy-milk-little-bar-barretta-di-cioccolato-al-latte-da-18g,"€0,99",0.00,/collections/snack-americani/products/cadbury-dairy-milk-little-bar-barretta-di-cioccolato-al-latte-da-18g
starburst-very-berry-caramelle-al-mirtillo-da-45g,"€1,29",0.00,/collections/snack-americani/products/starburst-very-berry-caramelle-al-mirtillo-da-45g
cadbury-dairy-milk-barretta-di-cioccolato-da-45g,"€1,79",0.00,/collections/snack-americani/products/cadbury-dairy-milk-barretta-di-cioccolato-da-45g
kool-aid-strawberry,"€0,99",5.00,/collections/snack-americani/products/kool-aid-strawberry
now-later-splits-lemonade-blue-raspberry-caramelle-al-lime-e-mirtillo-da-26g,"€0,99",0.00,/collections/snack-americani/products/now-later-splits-lemonade-blue-raspberry-caramelle-al-lime-e-mirtillo-da-26g
charms-sweet-pop-caramella-alla-frutta-da-18g,"€0,49",0.00,/collections/snack-americani/products/charms-sweet-pop-caramella-alla-frutta-da-18g
isadora-frijoles-refritos-bayos-vellutata-di-fagioli-da-430g,"€3,99",0.00,/collections/snack-americani/products/isadora-frijoles-refritos-bayos-vellutata-di-fagioli-da-430g
cadbury-dairy-milk-less-sugar-barretta-di-cioccolato-al-latte-con-pochi-zuccheri-da-35g,"€1,89",0.00,/collections/snack-americani/products/cadbury-dairy-milk-less-sugar-barretta-di-cioccolato-al-latte-con-pochi-zuccheri-da-35g
kool-aid-black-cherry,"€0,99",0.00,/collections/snack-americani/products/kool-aid-black-cherry
candy-cane-rocket-ice-lolly-bevanda-al-gusto-di-arancia-ananas-e-lampone-da-330-ml,"€1,79",0.00,/collections/snack-americani/products/candy-cane-rocket-ice-lolly-bevanda-al-gusto-di-arancia-ananas-e-lampone-da-330-ml
van-holtens-big-papa-dill-cetriolo-in-sottaceto,"€2,99",0.00,/collections/snack-americani/products/van-holtens-big-papa-dill-cetriolo-in-sottaceto
airheads-green-apple,"€0,49",4.71,/collections/snack-americani/products/airheads-green-apple
blue-razz-berry-blow-pop-lecca-lecca-al-mirtillo-da-18-4g,"€0,49",0.00,/collections/snack-americani/products/blue-razz-berry-blow-pop-lecca-lecca-al-mirtillo-da-18-4g
charms-cherry-ice-blow-pop-lecca-lecca-al-gusto-di-gelato-alla-ciliegia-da-18g,"€0,49",5.00,/collections/snack-americani/products/charms-cherry-ice-blow-pop-lecca-lecca-al-gusto-di-gelato-alla-ciliegia-da-18g
kool-aid-lemon-lime,"€0,99",0.00,/collections/snack-americani/products/kool-aid-lemon-lime
starburst-original-bursting-with-fruit-juice,"€1,49",0.00,/collections/snack-americani/products/starburst-original-bursting-with-fruit-juice
3-musketeers,"€1,89",0.00,/collections/snack-americani/products/3-musketeers
black-cherry-blow-pop-lecca-lecca-al-gusto-di-amarena-da-18g,"€0,49",5.00,/collections/snack-americani/products/black-cherry-blow-pop-lecca-lecca-al-gusto-di-amarena-da-18g
costa-coffee-vanilla-latte-bevanda-al-latte-caffe-e-vaniglia-da-250ml,"€4,99",0.00,/collections/snack-americani/products/costa-coffee-vanilla-latte-bevanda-al-latte-caffe-e-vaniglia-da-250ml
betty-crocker-tempting-chocolate-icing-cremoso-frosting-al-cioccolato-fondente-da-400g,"€4,49",0.00,/collections/snack-americani/products/betty-crocker-tempting-chocolate-icing-cremoso-frosting-al-cioccolato-fondente-da-400g
costa-coffee-latte-bevanda-al-latte-e-caffe-da-250ml,"€4,99",0.00,/collections/snack-americani/products/costa-coffee-latte-bevanda-al-latte-e-caffe-da-250ml
now-later-strawberry-kiwi-caramelle-all-fragola-e-kiwi-da-26g,"€0,99",0.00,/collections/snack-americani/products/now-later-strawberry-kiwi-caramelle-all-fragola-e-kiwi-da-26g
ocean-spray-cranberry-smooth-sauce,"€3,99",0.00,/collections/snack-americani/products/ocean-spray-cranberry-smooth-sauce
one-piece-zoro-iced-tea-al-gusto-di-frutti-rossi-da-500ml,"€4,29",0.00,/collections/snack-americani/products/one-piece-zoro-iced-tea-al-gusto-di-frutti-rossi-da-500ml
airheads-blue-raspberry,"€0,49",4.33,/collections/snack-americani/products/airheads-blue-raspberry
cheeriosoat-limited-edition-large-size-cereali-integrali-d-340g,"€9,99",0.00,/collections/snack-americani/products/cheeriosoat-limited-edition-large-size-cereali-integrali-d-340g
vlasic-dill-kosher-stackers-cetrioli-sottaceto-da-473ml,"€8,49",0.00,/collections/snack-americani/products/vlasic-dill-kosher-stackers-cetrioli-sottaceto-da-473ml
jolly-rancher-strawberry-amp-green-apple,"€1,99",0.00,/collections/snack-americani/products/jolly-rancher-strawberry-amp-green-apple
nestle-coffee-mate-french-vanilla-miscela-in-polvere-al-gusto-vaniglia-da-425-2g,"€10,99",0.00,/collections/snack-americani/products/nestle-coffee-mate-french-vanilla-miscela-in-polvere-al-gusto-vaniglia-da-425-2g
jumex-strawberry-banana-bevanda-al-gusto-di-fragola-e-banana-da-355ml,"€1,69",0.00,/collections/snack-americani/products/jumex-strawberry-banana-bevanda-al-gusto-di-fragola-e-banana-da-355ml
hostess-ho-hos-3-pack-girelle-alla-crema-e-cioccolato-nel-formato-da-85g,"€4,29",0.00,/collections/snack-americani/products/hostess-ho-hos-3-pack-girelle-alla-crema-e-cioccolato-nel-formato-da-85g
dragonball-z-goku-iced-tea-alla-pesca-da-500ml,"€4,29",0.00,/collections/snack-americani/products/dragonball-z-goku-iced-tea-alla-pesca-da-500ml
shaken-bake-original-pork-pangrattato-per-panature-da-141g,"€4,99",0.00,/collections/snack-americani/products/shaken-bake-original-pork-pangrattato-per-panature-da-141g
nestle-hot-cocoa-classic-rich-milk-chocolate-preparato-per-cioccolata-calda-al-latte-da-121-2g,"€2,49",0.00,/collections/snack-americani/products/nestle-hot-cocoa-classic-rich-milk-chocolate-preparato-per-cioccolata-calda-al-latte-da-121-2g
hot-tamales-fierce-cinnamon-caramelle-piccanti-alla-cannella-da-22g,"€0,59",5.00,/collections/snack-americani/products/hot-tamales-fierce-cinnamon-caramelle-piccanti-alla-cannella-da-22g
3x-new-heroes-cookiesncream,"€14,97",5.00,/collections/snack-americani/products/3x-new-heroes-cookiesncream
francks-red-hot-wings-souce-hot-buffalo-salsa-piccante-al-gusto-di-alette-di-pollo-da-354ml,"€8,99",0.00,/collections/snack-americani/products/francks-red-hot-wings-souce-hot-buffalo-salsa-piccante-al-gusto-di-alette-di-pollo-da-354ml
meiji-chocolate-yan-yan-bastoncini-ricoperti-di-crema-al-cioccolato-da-50g,"€2,49",0.00,/collections/snack-americani/products/meiji-chocolate-yan-yan-bastoncini-ricoperti-di-crema-al-cioccolato-da-50g
hello-panda-matcha-biscotti-con-crema-al-matcha-da-50g,"€2,49",5.00,/collections/snack-americani/products/hello-panda-matcha-biscotti-con-crema-al-matcha-da-50g
capri-sun-blackcurrant-succo-di-frutta-alluva-e-pera-da-330ml,"€1,69",0.00,/collections/snack-americani/products/capri-sun-blackcurrant-succo-di-frutta-alluva-e-pera-da-330ml
